__action__;loginEmail;password;title;firstName;lastName;nickName;businessPhone0;mobilePhone0;email0;jobTitle;userInfo1;userInfo2;country;language;timezone;isInitialized;visibility;authenticationType;service0;tags0;tags1;tags2;tags3;tags4;fileSharingCustomisation;userTitleNameCustomisation;tryNewUiCustomisation;softphoneOnlyCustomisation
update;agent46@sutd.edu.sg;P@ssword123;;;;agent46;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent47@sutd.edu.sg;P@ssword123;;;;agent47;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent48@sutd.edu.sg;P@ssword123;;;;agent48;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent49@sutd.edu.sg;P@ssword123;;;;agent49;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent50@sutd.edu.sg;P@ssword123;;;;agent50;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent51@sutd.edu.sg;P@ssword123;;;;agent51;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent52@sutd.edu.sg;P@ssword123;;;;agent52;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent53@sutd.edu.sg;P@ssword123;;;;agent53;;;;;;;;;;true;;;;generalEnquiries;banking;;;;;;;
update;agent77@sutd.edu.sg;P@ssword123;;;;agent77;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent78@sutd.edu.sg;P@ssword123;;;;agent78;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent79@sutd.edu.sg;P@ssword123;;;;agent79;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent80@sutd.edu.sg;P@ssword123;;;;agent80;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent81@sutd.edu.sg;P@ssword123;;;;agent81;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent82@sutd.edu.sg;P@ssword123;;;;agent82;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent83@sutd.edu.sg;P@ssword123;;;;agent83;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent84@sutd.edu.sg;P@ssword123;;;;agent84;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent85@sutd.edu.sg;P@ssword123;;;;agent85;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent86@sutd.edu.sg;P@ssword123;;;;agent86;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent87@sutd.edu.sg;P@ssword123;;;;agent87;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent88@sutd.edu.sg;P@ssword123;;;;agent88;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent89@sutd.edu.sg;P@ssword123;;;;agent89;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent90@sutd.edu.sg;P@ssword123;;;;agent90;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent91@sutd.edu.sg;P@ssword123;;;;agent91;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent92@sutd.edu.sg;P@ssword123;;;;agent92;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent93@sutd.edu.sg;P@ssword123;;;;agent93;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent94@sutd.edu.sg;P@ssword123;;;;agent94;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent95@sutd.edu.sg;P@ssword123;;;;agent95;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent96@sutd.edu.sg;P@ssword123;;;;agent96;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent97@sutd.edu.sg;P@ssword123;;;;agent97;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent98@sutd.edu.sg;P@ssword123;;;;agent98;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent99@sutd.edu.sg;P@ssword123;;;;agent99;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent100@sutd.edu.sg;P@ssword123;;;;agent100;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent101@sutd.edu.sg;P@ssword123;;;;agent101;;;;;;;;;;true;;;;investment;banking;;;;;;;
update;agent126@sutd.edu.sg;P@ssword123;;;;agent126;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent127@sutd.edu.sg;P@ssword123;;;;agent127;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent128@sutd.edu.sg;P@ssword123;;;;agent128;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent129@sutd.edu.sg;P@ssword123;;;;agent129;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent130@sutd.edu.sg;P@ssword123;;;;agent130;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent131@sutd.edu.sg;P@ssword123;;;;agent131;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent132@sutd.edu.sg;P@ssword123;;;;agent132;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent133@sutd.edu.sg;P@ssword123;;;;agent133;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent134@sutd.edu.sg;P@ssword123;;;;agent134;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent135@sutd.edu.sg;P@ssword123;;;;agent135;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent136@sutd.edu.sg;P@ssword123;;;;agent136;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent137@sutd.edu.sg;P@ssword123;;;;agent137;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent138@sutd.edu.sg;P@ssword123;;;;agent138;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent139@sutd.edu.sg;P@ssword123;;;;agent139;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent140@sutd.edu.sg;P@ssword123;;;;agent140;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent141@sutd.edu.sg;P@ssword123;;;;agent141;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent142@sutd.edu.sg;P@ssword123;;;;agent142;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent143@sutd.edu.sg;P@ssword123;;;;agent143;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent144@sutd.edu.sg;P@ssword123;;;;agent144;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent145@sutd.edu.sg;P@ssword123;;;;agent145;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent146@sutd.edu.sg;P@ssword123;;;;agent146;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent147@sutd.edu.sg;P@ssword123;;;;agent147;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent148@sutd.edu.sg;P@ssword123;;;;agent148;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent149@sutd.edu.sg;P@ssword123;;;;agent149;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent150@sutd.edu.sg;P@ssword123;;;;agent150;;;;;;;;;;true;;;;generalEnquiries;investment;;;;;;;
