__action__;loginEmail;password;title;firstName;lastName;nickName;businessPhone0;mobilePhone0;email0;jobTitle;userInfo1;userInfo2;country;language;timezone;isInitialized;visibility;authenticationType;service0;tags0;tags1;tags2;tags3;tags4;fileSharingCustomisation;userTitleNameCustomisation;tryNewUiCustomisation;softphoneOnlyCustomisation
update;agent98@sutd.edu.sg;P@ssword123;;;;agent98;;;;Agent;;;;;;true;;;;investment;banking;;;;;;;
update;agent99@sutd.edu.sg;P@ssword123;;;;agent99;;;;Agent;;;;;;true;;;;investment;banking;;;;;;;
update;agent100@sutd.edu.sg;P@ssword123;;;;agent100;;;;Agent;;;;;;true;;;;investment;banking;;;;;;;
update;agent101@sutd.edu.sg;P@ssword123;;;;agent101;;;;Agent;;;;;;true;;;;investment;banking;;;;;;;
update;agent102@sutd.edu.sg;P@ssword123;;;;agent102;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent103@sutd.edu.sg;P@ssword123;;;;agent103;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent104@sutd.edu.sg;P@ssword123;;;;agent104;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent105@sutd.edu.sg;P@ssword123;;;;agent105;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent106@sutd.edu.sg;P@ssword123;;;;agent106;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent107@sutd.edu.sg;P@ssword123;;;;agent107;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent108@sutd.edu.sg;P@ssword123;;;;agent108;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent109@sutd.edu.sg;P@ssword123;;;;agent109;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent110@sutd.edu.sg;P@ssword123;;;;agent110;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent111@sutd.edu.sg;P@ssword123;;;;agent111;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent112@sutd.edu.sg;P@ssword123;;;;agent112;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent113@sutd.edu.sg;P@ssword123;;;;agent113;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent114@sutd.edu.sg;P@ssword123;;;;agent114;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent115@sutd.edu.sg;P@ssword123;;;;agent115;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent116@sutd.edu.sg;P@ssword123;;;;agent116;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent117@sutd.edu.sg;P@ssword123;;;;agent117;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent118@sutd.edu.sg;P@ssword123;;;;agent118;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent119@sutd.edu.sg;P@ssword123;;;;agent119;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent120@sutd.edu.sg;P@ssword123;;;;agent120;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent121@sutd.edu.sg;P@ssword123;;;;agent121;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent122@sutd.edu.sg;P@ssword123;;;;agent122;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent123@sutd.edu.sg;P@ssword123;;;;agent123;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent124@sutd.edu.sg;P@ssword123;;;;agent124;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent125@sutd.edu.sg;P@ssword123;;;;agent125;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent126@sutd.edu.sg;P@ssword123;;;;agent126;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent127@sutd.edu.sg;P@ssword123;;;;agent127;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent128@sutd.edu.sg;P@ssword123;;;;agent128;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent129@sutd.edu.sg;P@ssword123;;;;agent129;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent130@sutd.edu.sg;P@ssword123;;;;agent130;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent131@sutd.edu.sg;P@ssword123;;;;agent131;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent132@sutd.edu.sg;P@ssword123;;;;agent132;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent133@sutd.edu.sg;P@ssword123;;;;agent133;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent134@sutd.edu.sg;P@ssword123;;;;agent134;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent135@sutd.edu.sg;P@ssword123;;;;agent135;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent136@sutd.edu.sg;P@ssword123;;;;agent136;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent137@sutd.edu.sg;P@ssword123;;;;agent137;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent138@sutd.edu.sg;P@ssword123;;;;agent138;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent139@sutd.edu.sg;P@ssword123;;;;agent139;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent140@sutd.edu.sg;P@ssword123;;;;agent140;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent141@sutd.edu.sg;P@ssword123;;;;agent141;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent142@sutd.edu.sg;P@ssword123;;;;agent142;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent143@sutd.edu.sg;P@ssword123;;;;agent143;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent144@sutd.edu.sg;P@ssword123;;;;agent144;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent145@sutd.edu.sg;P@ssword123;;;;agent145;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent146@sutd.edu.sg;P@ssword123;;;;agent146;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent147@sutd.edu.sg;P@ssword123;;;;agent147;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent148@sutd.edu.sg;P@ssword123;;;;agent148;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent149@sutd.edu.sg;P@ssword123;;;;agent149;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
update;agent150@sutd.edu.sg;P@ssword123;;;;agent150;;;;Agent;;;;;;true;;;;generalEnquiries;investment;;;;;;;
